"","score","text"
"1244",0,"RT @TedhiBaat_: <U+091C><U+093F><U+0938><U+0928><U+0947> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0948><U+0902><U+0915><U+093E> <U+0909><U+0938> <U+0906><U+0926><U+092E><U+0940> <U+0928><U+0947> <U+0917><U+093C><U+0932><U+0924><U+0940> <U+0915><U+0930> <U+0926><U+0940>, <U+0905><U+0917><U+0930> <U+0935><U+094B> <U+0906><U+0926><U+092E><U+0940> <U+0926><U+0947><U+0936> <U+0935><U+093F><U+0930><U+0941><U+0926><U+094D><U+0927> <U+0928><U+093E><U+0930><U+0947> <U+0932><U+0917><U+093E><U+0924><U+093E> <U+0924><U+094B> #Kejriwal <U+091C><U+0940> <U+0909><U+0938><U+0947> <U+0938><U+0941><U+0928><U+0924><U+0947> <U+092D><U+0940> <U+0914><U+0930> <U+091A><U+093E><U+0908>-<U+0928><U+093E><U+0938><U+094D><U+0924><U+093E> <U+092D><U+0940> <U+0915>…"
"1245",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"1246",0,"RT @madhav9nath1: <U+092E><U+0939><U+093E><U+0930><U+093E><U+0937><U+094D><U+091F><U+094D><U+0930> <U+092E><U+0947><U+0902>  #Kejriwal <U+0915><U+093E> press conference <U+0939><U+094B><U+0924><U+093E> <U+0924><U+094B> <U+0915><U+094B><U+0932><U+094D><U+0939><U+093E><U+092A><U+0942><U+0930><U+0940> <U+092A><U+093E><U+092F><U+0924><U+093E><U+0923> <U+0916><U+093E><U+0924><U+093E> <U+0930><U+0947> <U+092C><U+093E><U+092C><U+093E> ."
"1247",0,"<U+0905><U+0930><U+0935><U+093F><U+0902><U+0926> <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932><U+093E><U+0902><U+0935><U+0930> <U+092B><U+0947><U+0915><U+0932><U+093E> <U+092C><U+0942><U+091F>, <U+0935><U+093F><U+091A><U+093E><U+0930><U+0932><U+0947>- <U+092E><U+093E><U+091D><U+094D><U+092F><U+093E> <U+0938><U+094D><U+091F><U+093F><U+0902><U+0917><U+0935><U+0930> <U+0915><U+093E> <U+0928><U+093E><U+0939><U+0940> <U+0926><U+093F><U+0932><U+0947> <U+0909><U+0924><U+094D><U+0924><U+0930>
https://t.co/usNbgCi3kQ
#kejriwal https://t.co/BYMMAeoDo6"
"1248",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"1249",2,"RT @JaiveerShergill: #Kejriwal supports Punjab on SYL Canal in his speeches to mislead but in reality supports Haryana in Supreme Court-hyp…"
"1250",0,"<U+092E><U+0939><U+093E><U+0930><U+093E><U+0937><U+094D><U+091F><U+094D><U+0930> <U+092E><U+0947><U+0902>  #Kejriwal <U+0915><U+093E> press conference <U+0939><U+094B><U+0924><U+093E> <U+0924><U+094B> <U+0915><U+094B><U+0932><U+094D><U+0939><U+093E><U+092A><U+0942><U+0930><U+0940> <U+092A><U+093E><U+092F><U+0924><U+093E><U+0923> <U+0916><U+093E><U+0924><U+093E> <U+0930><U+0947> <U+092C><U+093E><U+092C><U+093E> ."
"1251",0,"Who let the shoe out waah waah! ! #kejriwal aam admi sena man threw shoe at his leader."
"1252",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"1253",0,"Tum kitne joote maaroge?
Har gaal par #Kejriwal niklega
#HarGaalKejriwal
@dilipkpandey @ashu3page @ravi4354 @KapilMishraAAP @aapdelhincr"
"1254",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"1255",0,"RT @SACHKAHOON: #BreakingNews  <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+0915><U+0940> <U+092A><U+094D><U+0930><U+0947><U+0938> <U+0915><U+0949><U+0928><U+094D><U+092B><U+094D><U+0930><U+0947><U+0902><U+0938> <U+092E><U+0947><U+0902> <U+0939><U+0917><U+093E><U+092E><U+093E>- <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0940><U+0915><U+093E> <U+0917><U+092F><U+093E> #kejriwal #Delhi #DelhiGovt"
"1256",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"1257",1,"Waiter: sir, cheeni kitni lenge
#Kejriwal  :: mai SHOEgr Free Lunga
.
#ArvindKejriwal https://t.co/Gsv0PCoGTJ"
"1258",0,"<U+092F><U+0947><U+0921><U+093E> <U+092C><U+0928> <U+0915><U+0930> <U+092A><U+0947><U+0921><U+093E> <U+0916><U+093E><U+0928><U+093E> <U+0964> #Kejriwal"
"1259",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"1260",2,"Here are some #kejriwal' s marvelous achievements. 
        Kejriwal jindabad

#AAP #OddEven https://t.co/PeL6wNHso6"
"1261",0,"<U+0926><U+093F><U+0932><U+094D><U+0932><U+0940> <U+0915><U+0947> #CM <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+092B><U+0947><U+0902><U+0915><U+093E> <U+0917><U+092F><U+093E> <U+091C><U+0942><U+0924><U+093E> https://t.co/1V2C4P9T5p #OddEvenscheme #Kejriwal #AAP #BJP #Congress #RSS https://t.co/KrtuP70Cza"
"1262",0,"RT @sunnydixit007: <U+0905><U+092C> <U+0907><U+0938> #IPL <U+092E><U+0947><U+0902> <U+092D><U+0940> <U+0905><U+0932><U+094D><U+092A><U+0938><U+0902><U+0916><U+094D><U+092F><U+0915><U+094B> <U+0915><U+094B> <U+0905><U+0928><U+0926><U+0947><U+0916><U+093E> <U+0915><U+093F><U+092F><U+093E> <U+091C><U+093E> <U+0930><U+0939><U+093E> <U+0939><U+0948>, <U+0939><U+092E> <U+0926><U+093F><U+0932><U+094D><U+0932><U+0940> <U+0935><U+093E><U+0932><U+094B> <U+0915><U+094B> <U+091B><U+094B><U+0921><U+093C><U+0915><U+0930> <U+0914><U+0930> <U+0915><U+093F><U+0938><U+0940> <U+091F><U+0940><U+092E> <U+0928><U+0947> <U+0905><U+0932><U+094D><U+092A><U+0938><U+0902><U+0916><U+094D><U+092F><U+0915> <U+0915><U+094B> <U+0915><U+092A><U+094D><U+0924><U+093E><U+0928> <U+0928>…"
"1263",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"1264",-2,"Haha... Waiting for a tweet form @ArvindKejriwal for criticizing modi ji lol #kejriwal <ed><U+00A0><U+00BD><ed><U+00B1><U+009E><ed><U+00A0><U+00BD><ed><U+00B8><U+0086> <ed><U+00A0><U+00BD><ed><U+00B8><U+009C>"
"1265",1,"#arvind #kejriwal shoe collection right now @Madan_Chikna @Sand_In_Deed @abdullah_0mar @dhaikilokatweet https://t.co/Aaj5yIGTG3"
"1266",0,"RT @VivegamNews: <U+0BAA><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB0><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BC8><U+0BAF><U+0BBE><U+0BB3><U+0BB0><U+0BCD> <U+0B9A><U+0BA8><U+0BCD><U+0BA4><U+0BBF><U+0BAA><U+0BCD><U+0BAA><U+0BBF><U+0BB2><U+0BCD> <U+0B95><U+0BC2><U+0B9F><U+0BCD><U+0B9F><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BB2><U+0BCD> <U+0B95><U+0BC6><U+0B9C><U+0BCD><U+0BB0><U+0BBF><U+0BB5><U+0BBE><U+0BB2><U+0BCD> <U+0BAE><U+0BC0><U+0BA4><U+0BC1> <U+0B9A><U+0BC6><U+0BB0><U+0BC1><U+0BAA><U+0BCD><U+0BAA><U+0BC1> <U+0BB5><U+0BC0><U+0B9A><U+0BCD><U+0B9A><U+0BC1> #Shoe #Delhi #kejriwal  @ArvindKejriwal https://t…"
"1267",0,"<U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEven #Kejriwal"
"1268",0,"RT @WoCharLog: Shoe hurled at @ArvindKejriwal 
Attacker says he mistook #Kejriwal for #TaherShah"
"1269",0,"RT @sunnydixit007: <U+0905><U+092C> <U+0907><U+0938> #IPL <U+092E><U+0947><U+0902> <U+092D><U+0940> <U+0905><U+0932><U+094D><U+092A><U+0938><U+0902><U+0916><U+094D><U+092F><U+0915><U+094B> <U+0915><U+094B> <U+0905><U+0928><U+0926><U+0947><U+0916><U+093E> <U+0915><U+093F><U+092F><U+093E> <U+091C><U+093E> <U+0930><U+0939><U+093E> <U+0939><U+0948>, <U+0939><U+092E> <U+0926><U+093F><U+0932><U+094D><U+0932><U+0940> <U+0935><U+093E><U+0932><U+094B> <U+0915><U+094B> <U+091B><U+094B><U+0921><U+093C><U+0915><U+0930> <U+0914><U+0930> <U+0915><U+093F><U+0938><U+0940> <U+091F><U+0940><U+092E> <U+0928><U+0947> <U+0905><U+0932><U+094D><U+092A><U+0938><U+0902><U+0916><U+094D><U+092F><U+0915> <U+0915><U+094B> <U+0915><U+092A><U+094D><U+0924><U+093E><U+0928> <U+0928>…"
"1270",0,"RT @TedhiBaat_: <U+091C><U+093F><U+0938><U+0928><U+0947> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0948><U+0902><U+0915><U+093E> <U+0909><U+0938> <U+0906><U+0926><U+092E><U+0940> <U+0928><U+0947> <U+0917><U+093C><U+0932><U+0924><U+0940> <U+0915><U+0930> <U+0926><U+0940>, <U+0905><U+0917><U+0930> <U+0935><U+094B> <U+0906><U+0926><U+092E><U+0940> <U+0926><U+0947><U+0936> <U+0935><U+093F><U+0930><U+0941><U+0926><U+094D><U+0927> <U+0928><U+093E><U+0930><U+0947> <U+0932><U+0917><U+093E><U+0924><U+093E> <U+0924><U+094B> #Kejriwal <U+091C><U+0940> <U+0909><U+0938><U+0947> <U+0938><U+0941><U+0928><U+0924><U+0947> <U+092D><U+0940> <U+0914><U+0930> <U+091A><U+093E><U+0908>-<U+0928><U+093E><U+0938><U+094D><U+0924><U+093E> <U+092D><U+0940> <U+0915>…"
"1271",0,"RT @TedhiBaat_: <U+091C><U+093F><U+0938><U+0928><U+0947> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0948><U+0902><U+0915><U+093E> <U+0909><U+0938> <U+0906><U+0926><U+092E><U+0940> <U+0928><U+0947> <U+0917><U+093C><U+0932><U+0924><U+0940> <U+0915><U+0930> <U+0926><U+0940>, <U+0905><U+0917><U+0930> <U+0935><U+094B> <U+0906><U+0926><U+092E><U+0940> <U+0926><U+0947><U+0936> <U+0935><U+093F><U+0930><U+0941><U+0926><U+094D><U+0927> <U+0928><U+093E><U+0930><U+0947> <U+0932><U+0917><U+093E><U+0924><U+093E> <U+0924><U+094B> #Kejriwal <U+091C><U+0940> <U+0909><U+0938><U+0947> <U+0938><U+0941><U+0928><U+0924><U+0947> <U+092D><U+0940> <U+0914><U+0930> <U+091A><U+093E><U+0908>-<U+0928><U+093E><U+0938><U+094D><U+0924><U+093E> <U+092D><U+0940> <U+0915>…"
"1272",0,"RT @TedhiBaat_: #Kejriwal <U+091C><U+0940> <U+092A><U+0930> <U+0907><U+0924><U+0928><U+0940> <U+091A><U+0940><U+091C><U+093C><U+0947><U+0902> <U+092B><U+0948><U+0902><U+0915><U+0940> <U+0917><U+0908> <U+0939><U+0948> <U+0915><U+0940> <U+0905><U+092C> <U+0924><U+094B> <U+091C><U+092C> <U+092D><U+093E><U+092D><U+0940> <U+091C><U+0940> <U+0915><U+0941><U+091B> <U+091A><U+0940><U+091C><U+093C><U+0947><U+0902> <U+092E><U+0901><U+0917><U+093E><U+0924><U+0940> <U+0939><U+0948> <U+0924><U+094B> <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+091C><U+0940> <U+092A><U+094D><U+0930><U+0947><U+0938> <U+0935><U+093E><U+0932><U+094B><U+0902> <U+0915><U+094B> <U+092F><U+093E> <U+0938><U+092D><U+093E> <U+092C><U+0941><U+0932><U+093E>…"
"1273",1,"RT @anilnindawat: no big surprise  #kejriwal has proved himself a pure psychopath

#OddEven https://t.co/2JNd5SeNrM"
"1274",0,"RT @kappansky: The Aam Aadmi Sena shoe-thrower goes back to a Bata showroom, does some more Sole-Searching! #OddEven #Kejriwal"
"1275",0,"RT @TedhiBaat_: <U+091C><U+093F><U+0938><U+0928><U+0947> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0948><U+0902><U+0915><U+093E> <U+0909><U+0938> <U+0906><U+0926><U+092E><U+0940> <U+0928><U+0947> <U+0917><U+093C><U+0932><U+0924><U+0940> <U+0915><U+0930> <U+0926><U+0940>, <U+0905><U+0917><U+0930> <U+0935><U+094B> <U+0906><U+0926><U+092E><U+0940> <U+0926><U+0947><U+0936> <U+0935><U+093F><U+0930><U+0941><U+0926><U+094D><U+0927> <U+0928><U+093E><U+0930><U+0947> <U+0932><U+0917><U+093E><U+0924><U+093E> <U+0924><U+094B> #Kejriwal <U+091C><U+0940> <U+0909><U+0938><U+0947> <U+0938><U+0941><U+0928><U+0924><U+0947> <U+092D><U+0940> <U+0914><U+0930> <U+091A><U+093E><U+0908>-<U+0928><U+093E><U+0938><U+094D><U+0924><U+093E> <U+092D><U+0940> <U+0915>…"
"1276",0,"@ggiittiikkaa @ckkrisshnakumar All shoe-throwing on #Kejriwal is stage-managed by @AamAadmiParty in order to get publicity &amp; more donations!"
"1277",0,"RT @TedhiBaat_: <U+091C><U+093F><U+0938><U+0928><U+0947> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0948><U+0902><U+0915><U+093E> <U+0909><U+0938> <U+0906><U+0926><U+092E><U+0940> <U+0928><U+0947> <U+0917><U+093C><U+0932><U+0924><U+0940> <U+0915><U+0930> <U+0926><U+0940>, <U+0905><U+0917><U+0930> <U+0935><U+094B> <U+0906><U+0926><U+092E><U+0940> <U+0926><U+0947><U+0936> <U+0935><U+093F><U+0930><U+0941><U+0926><U+094D><U+0927> <U+0928><U+093E><U+0930><U+0947> <U+0932><U+0917><U+093E><U+0924><U+093E> <U+0924><U+094B> #Kejriwal <U+091C><U+0940> <U+0909><U+0938><U+0947> <U+0938><U+0941><U+0928><U+0924><U+0947> <U+092D><U+0940> <U+0914><U+0930> <U+091A><U+093E><U+0908>-<U+0928><U+093E><U+0938><U+094D><U+0924><U+093E> <U+092D><U+0940> <U+0915>…"
"1278",0,"RT @TedhiBaat_: <U+091C><U+093F><U+0938><U+0928><U+0947> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0948><U+0902><U+0915><U+093E> <U+0909><U+0938> <U+0906><U+0926><U+092E><U+0940> <U+0928><U+0947> <U+0917><U+093C><U+0932><U+0924><U+0940> <U+0915><U+0930> <U+0926><U+0940>, <U+0905><U+0917><U+0930> <U+0935><U+094B> <U+0906><U+0926><U+092E><U+0940> <U+0926><U+0947><U+0936> <U+0935><U+093F><U+0930><U+0941><U+0926><U+094D><U+0927> <U+0928><U+093E><U+0930><U+0947> <U+0932><U+0917><U+093E><U+0924><U+093E> <U+0924><U+094B> #Kejriwal <U+091C><U+0940> <U+0909><U+0938><U+0947> <U+0938><U+0941><U+0928><U+0924><U+0947> <U+092D><U+0940> <U+0914><U+0930> <U+091A><U+093E><U+0908>-<U+0928><U+093E><U+0938><U+094D><U+0924><U+093E> <U+092D><U+0940> <U+0915>…"
"1279",0,"Ok so a guy from AAM Admi sena hurled a shoe at a guy from Aam Aadmi party. And the trend says :ModiFearsKejriwal
#Kejriwal #BharatMataKiJai"
"1280",0,"RT @DhakkadTau: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+0926><U+0947><U+0936> <U+0915><U+0947> <U+0905><U+0915><U+0947><U+0932><U+0947> <U+0928><U+0947><U+0924><U+093E> <U+0939><U+0948><U+0902> <U+091C><U+094B> <U+091C><U+0928><U+0924><U+093E> <U+0938><U+0947> <U+0905><U+0902><U+0921><U+093E>, <U+0925><U+092A><U+094D><U+092A><U+0921>, <U+0938><U+094D><U+092F><U+093E><U+0939><U+0940> <U+0914><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+0916><U+093E> <U+091A><U+0941><U+0915><U+0947> <U+0939><U+0948><U+0902>. <U+0938><U+092D><U+0940> <U+0906><U+092A><U+093F><U+092F><U+094B><U+0902> <U+0915><U+094B> <U+092C><U+0927><U+093E><U+0908>. #Kejriwal #Shoe"
"1281",0,"Jitne Joote #Kejriwal ji jo ko pade ab tak, Unhe toh apni ek dukaan bhi khol leniii chahiye"
"1282",0,"LIVE VIDEO: <U+0A85><U+0AB0><U+0AB5><U+0ABF><U+0A82><U+0AA6> <U+0A95><U+0AC7><U+0A9C><U+0AB0><U+0AC0><U+0AB5><U+0ABE><U+0AB2> <U+0AAA><U+0AB0> <U+0AAF><U+0AC1><U+0AB5><U+0A95><U+0AC7> <U+0A95><U+0AC7><U+0AB5><U+0AC0> <U+0AB0><U+0AC0><U+0AA4><U+0AC7> <U+0AAB><U+0AC7><U+0A82><U+0A95><U+0ACD><U+0AAF><U+0AC1><U+0A82> <U+0A9A><U+0AAA><U+0ACD><U+0AAA><U+0AB2>?
https://t.co/U8QVPq1qdA #kejriwal @ArvindKejriwal https://t.co/DJC1vvhVHz"
"1283",2,"RT @JaiveerShergill: #Kejriwal supports Punjab on SYL Canal in his speeches to mislead but in reality supports Haryana in Supreme Court-hyp…"
"1284",0,"RT @AmitPoddar377: <U+0905><U+092D><U+0940> <U+0905><U+092D><U+0940> <U+092F><U+0942><U+0917><U+092A><U+0941><U+0930><U+0941><U+0937> <U+0928><U+0947> <U+0915><U+0939><U+093E> <U+0915><U+0940> <U+090F><U+0915> <U+091C><U+0942><U+0924><U+093E> <U+092E><U+093F><U+0932> <U+0917><U+092F><U+093E> <U+0939><U+0948>, <U+090F><U+0915> <U+0914><U+0930> <U+092E><U+093F><U+0932> <U+091C><U+093E><U+090F> <U+0924><U+094B> <U+0905><U+0917><U+0932><U+0940> 26 <U+091C><U+0928><U+0935><U+0930><U+0940> <U+0915><U+094B> <U+092A><U+0939><U+0928> <U+0915><U+0930> <U+091C><U+093E><U+090F><U+0901><U+0917><U+0947> #jootakhorkejriwal #kejri…"
"1285",0,"RT @kappansky: The Aam Aadmi Sena shoe-thrower goes back to a Bata showroom, does some more Sole-Searching! #OddEven #Kejriwal"
"1286",-1,"RT @saurav_journo: #Kejriwal may soon open a secondhand shoe outlet in Delhi where odd and even numbered shoes would be sold on alternate d…"
"1287",1,"No big surprise  #kejriwal has proved himself a pure psychopath

#OddEven https://t.co/0QgF8nvPcL"
"1288",0,"RT @WebduniaHindi: <U+0938><U+0940><U+090F><U+092E> #Kejriwal <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0915><U+0940> <U+0918><U+091F><U+0928><U+093E> <U+0915><U+0947> <U+092C><U+093E><U+0926> #Delhi <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0915><U+093E> <U+0905><U+0939><U+092E> <U+092B><U+0948><U+0938><U+0932><U+093E><U+0964> https://t.co/Sg2ZBgJwAv #OddEven https://t.co/Tn…"
"1289",1,"RT @anilnindawat: no big surprise  #kejriwal has proved himself a pure psychopath

#OddEven https://t.co/2JNd5SeNrM"
"1290",0,"RT @TedhiBaat_: #Kejriwal <U+091C><U+0940> <U+092A><U+0930> <U+0907><U+0924><U+0928><U+0940> <U+091A><U+0940><U+091C><U+093C><U+0947><U+0902> <U+092B><U+0948><U+0902><U+0915><U+0940> <U+0917><U+0908> <U+0939><U+0948> <U+0915><U+0940> <U+0905><U+092C> <U+0924><U+094B> <U+091C><U+092C> <U+092D><U+093E><U+092D><U+0940> <U+091C><U+0940> <U+0915><U+0941><U+091B> <U+091A><U+0940><U+091C><U+093C><U+0947><U+0902> <U+092E><U+0901><U+0917><U+093E><U+0924><U+0940> <U+0939><U+0948> <U+0924><U+094B> <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+091C><U+0940> <U+092A><U+094D><U+0930><U+0947><U+0938> <U+0935><U+093E><U+0932><U+094B><U+0902> <U+0915><U+094B> <U+092F><U+093E> <U+0938><U+092D><U+093E> <U+092C><U+0941><U+0932><U+093E>…"
"1291",-1,"If #Kejriwal govt did CNG stickers scam then then he deserves to beaten with shoe.Hats off for exposing him.#OddEven"
"1292",0,"Jasey jasey #PunjabElections pass aay gey #Kejriwal ji ko jootey chappal padtey jay gay and emotional votes le kar jeet jaygey. #OddEven"
"1293",-1,"RT @saurav_journo: #Kejriwal may soon open a secondhand shoe outlet in Delhi where odd and even numbered shoes would be sold on alternate d…"
